"Code 1"	"Code 2"	"Code 3"	"Original Source"	"Original Code"	"English Title"	"Chinese Title"	"Japanese Title"	"Korean Title"	"English Definition"	"Chinese Definition"	"Japanese Definition"	"Korean Definition"	"Type"
"21"	"01"	160	"KCDOM-3"	"U66.5"	"Pattern of dual deficiency of heart qi and blood"	"心氣血兩虛證"		"심기혈양허증"	"a Pattern arising when deficiency of both qi and blood deprives the heart and spirit of nourishment, usually manifested by palpitations, shortness of breath, listlessness, fatigue, dizziness, forgetfulness, dream-disturbed sleep, pale complexion and tongue, and fine weak pulse"				"P"
"21"	"01"	170	"KCDOM-3"	"U66.6"	"Pattern of dual deficiency of heart qi and yin"	"心氣陰兩虛證"		"심기음양허증"					"P"
"21"	"01"	"200"	"KCDOM-3"	"U67"	"Heart excess Pattern"	"心實證"		"심실증"					"P"
"21"	"01"	210	"KCDOM-3"	"U67.1"	"Pattern of heart vessel obstruction"	"心脈痺阻證"		"심맥비조증"	"a Pattern arising when the heart vessels are impeded, marked by paroxysms of palpitations with fearful throbbing, pain and a feeling of pressure in the heart and chest referring to the shoulder or upper
arm"				"P"
"21"	"01"	211	"KCDOM-3 and GB"	"U67.4"	"Pattern of phlegm confounding the orifices of the heart"	"痰蒙清窍证"		"담미심규증"	"A pathological change in which phlegm causes mental confusion; the same as phlegm confounding the orifices of the heart.  The common clinical manifestations include distention and pain of the head, dizziness, heaviness of the head as being swathed, insensitivity of the five sensory organs, drowsiness, lassitude, greasy tongue coating, and slippery pulse."	"痰浊蒙蔽清窍，以头胀昏痛、头重如蒙，五官感觉不灵，嗜睡困乏，苔腻脉滑等为常见症的证候。"			"P"
"21"	"01"	220	"KCDOM-3 and GB"	"U67.0"	"Pattern of heart fire flaming upward"	"心火上炎证"		"심화상염증"	"A pattern of up-flaring fire from the heart (hyperactivity of fire in the heart meridian which flames upwards), marked by oral ulceration, mental irritability, insomnia, and a red tip of the tongue, as well as fever, thirst, dysphoria, and rapid pulse."	"心经火旺，上炎口舌，以发热口渴，心烦，口舌生疮、赤烂疼痛，面红，脉数等为常见症的证候。"			"P"
"21"	"01"	221	"KCDOM-3"	"U67.2"	"Pattern of phlegm-fire harassing the heart"	"痰火擾心證"		"담화요심증"	"a Pattern caused by phlegm-fire which harasses the heart spirit, marked by restlessness, insomnia or even raving madness, reddened tongue tip, yellow dense and slimy tongue coating, and rapid slippery pulse"				"P"
"21"	"01"	230	"KCDOM-3 and GB"	"U67.3"	"Pattern of water qi intimidating the heart"	"水气凌心证"		"수기능심증"	"A pattern arising when deficiency of yang qi of the heart and the kidney results in water flooding, marked by palpitations and shortness of breath associated with general edema, especially in the legs, short voidings of scanty clear urine, associated with listlessness, lassitude, cold extremities, pale or dark gloomy complexion, pale plump tongue with white slippery coating and sunken weak pulse. It is caused by deficiency of yang qi in the heart and kidney that leads to water flooding."	"心肾阳气亏虚，水液泛滥，以畏冷肢凉，肢体浮肿，下肢尤甚，心悸，气喘不能平卧，咳嗽吐稀白痰，舌淡胖，苔白滑，脉弱等为常见症的证候。"			"P"
"21"	"01"	"300"			"Other Heart Patterns"								"P"
"21"	"01"	310	"GB 95?"	8	"Pattern of disquieted heart spirit"	"心神不宁证"			"It can be caused by various kinds of reasons. The common clinical manifestations include palpitation, palpitation, dysphoria, insomnia, dreaminess, timidity, etc."	"泛指各种原因导致以心悸心慌，心烦，失眠多梦，胆怯易惊等为常见症的证候。"			"P"
"21"	"01"	320	"GB 95?"	7	"Pattern of anxiety damaging spirit"	"忧伤神气证"			"It is caused by excessive anxiety which impairs spirit. The common clinical manifestations include depressed emotion, apathia, insomnia, dreaminess, dizziness, lassitude, loss of appetite and wiry pulse, etc."	"忧虑过度，损伤神气，以情志抑郁，表情淡漠，失眠多梦，头晕神疲，不欲饮食，脉弦等为常见症的证候。"			"P"
"21"	"01"	330	"GB 95?"	6	"Pattern of heat [fire] harassing heart spirit"	"热[火]扰心神证"			"It is caused by superabundant pathogenic heat which disturbs heart spirit. The common clinical manifestations include palpitation, dysphoria, insomnia, dreaminess, even delirium, fever, thirst, reddish complexion, reddish tongue with yellow coating, slippery and rapid pulse, etc."	"邪热炽盛，心神被扰，以心悸心烦，失眠多梦，甚或谵语，发热口渴，面赤，舌红苔黄，脉滑数等为常见症的证候。"			"P"
"21"	"02"		"KCDOM-3"	"U75"	"Small Intestine Disease Pattern"	"小腸病證"		"소장병증"					"P"
"21"	"02"	100	"KCDOM-3"	"U75.1"	"Pattern of small intestine qi stagnation"	"小腸氣滯證"		"소장기체증"					"P"
"21"	"02"	200	"KCDOM-3"	"U75.2"	"Pattern of small intestinal excess heat"	"熱結胃腸證"		"소장실열증"	"a pathological change of excess heat ascribed to shifting of heart fire to the small intestine"				"P"
"21"	"02"	300	"KCDOM-3"	"U75.0"	"Pattern of small intestinal deficiency cold"	"小腸虛寒證"		"소장허한증"	"impairment of the small intestine by insufficient yang qi with endogenous cold, affecting the separation of the clear and turbid"				"P"
"21"	"03"		"KCDOM-3"	"U64-U65"	"Liver disease Pattern"	"肝病證"		"간병증"					"P"
"21"	"03"	100	"KCDOM-3"	"U64"	"Liver deficiency Pattern"	"肝虛證"		"간허증"					"P"
"21"	"03"	110	"KCDOM-3"	"U64.3"	"Pattern of liver qi deficiency"	"肝氣虛證"		"간기허증"	"a morbid condition characterized by deficiency of qi resulting in impaired function of the liver in smoothing the flow of qi"				"P"
"21"	"03"	120	"KCDOM-3 and GB"	"U64.0"	"Pattern of liver blood deficiency / depletion"	"肝血虚证 / 亏"		"간혈허증"	"A morbid condition characterized by depletion of blood in the liver.  It is caused by deficiency of blood that fails to nourish the liver. The common clinical manifestations include dizziness, dim vision, hypopsia of vision, or night-blind, or numbness of limbs, scanty light-colored menstruation and amenorrhea, light-colored complexion, eyelids, nails and tongue, thin pulse, etc."	"血液亏虚，肝失濡养，以头晕眼花，视力减退，或夜盲，或肢体麻木，妇女月经量少、色淡、经闭，面、睑、爪甲、舌色淡，脉细等为常见症的证候。"			"P"
"21"	"03"	130	"KCDOM-3"	"U64.2"	"Pattern of liver yang deficiency"	"肝陽虛證"		"간양허증"	"a pathological change characterized by insufficient yang qi of the liver that reduces the function of free coursing and storing blood, and produces deficiency cold, also called liver deficiency cold"				"P"
"21"	"03"	140	"KCDOM-3 and GB"	"U64.1"	"Pattern of liver yin deficiency / depletion"	"肝阴虚证 / 亏"		"간음허증"	"A pathological change characterized by insufficient yin fluid of the liver.  It commonly manifests as dizziness, dim vision, dry eyes, hypopsia of vision, flushed cheeks, or burning pain of hypochondrium, feverish sensation over five centers (including palms, soles, and chest), reddish tongue with little coating, thin and rapid pulse."	"阴液亏虚，肝失濡养，以头晕眼花，两目干涩，视力减退，颧红，或胁肋灼痛，五心烦热，舌红少苔，脉细数等为常见症的证候。"			"P"
"21"	"03"	150	"KCDOM-3"	"U64.4"	"Pattern of liver deficiency heat"	"肝虛熱證"		"간허열증"					"P"
"21"	"03"	200	"KCDOM-3"	"U65"	"Liver excess Pattern"	"肝實證"		"간실증"					"P"
"21"	"03"	210	"KCDOM-3"	"U65.1"	"Pattern of liver qi depression"	"肝氣鬱結證"		"간기울결증"	"stagnation of qi in the liver resulting from impairment of free coursing, also called liver depression"				"P"
"21"	"03"	221	"KCDOM-3 and GB"	"U65.6"	"Pattern of liver depression and blood stasis"	"肝郁血瘀证"		"간울혈어증"	"A pattern arising when stagnant liver qi causes blood stasis in the liver.  It is frequently marked by depressed mood, hypochondriac distending or stabbing pain, or formation of mass in the hypochondriac region or lesser abdomen, purple tongue or purple spots on the tongue, and string-like, wiry choppy pulse"	"肝气郁结，血瘀于肝，以两胁胀痛或刺痛，或胁下、少腹有肿块，情志抑郁，舌紫暗或有斑点，脉弦涩等为常见症的证候。"			"P"
"21"	"03"	231	"KCDOM-3"	"U65.0"	"Pattern of ascendant hyperactivity of liver yang"	"肝陽上亢證"		"간양상항증"	"a pathological change in which deficient liver-kidney yin lets liver yang get out of control and stir upward"				"P"
"21"	"03"	232	"KCDOM-3 and GB"	"U65.3"	"Pattern of liver yang transforming into wind"	"肝阳化风证"		"간양화풍증"	"A pattern marked by dizziness with tendency to fall or even sudden attack of syncope, shaking of head, tremor of limbs, irritability, irascibility, flushing of face, reddened tongue and string-like pulse. It is caused by hyperactivity of liver yang that leads to interior stiring of liver wind. "	"肝阳上亢，肝风内动，以眩晕欲仆，头胀头痛，肢体麻木，耳鸣，急躁易怒，面赤，舌红，脉弦等为常见症的证候。"			"P"
"21"	"03"	241	"KCDOM-3 and GB"	"U65.2"	"Pattern of liver fire flaming upward"	"肝火上炎证"		"간화상염증"	"A pattern marked by fever, thirst, headache, dizziness, tinnitus with buzzing in the ears, impairment of hearing, blood-shot eyes, hematemesis or hemorrhage, mental irritability, bitter taste in the mouth, yellow coating of the tongue, rapid stringlike pulse, and hematuria, hemoptysis or epistaxis in severe cases, as well as a reddish tongue with yellow coating and a rapid pulse.  It is cause by hyperactivity of superabundant liver fire."	"肝火炽盛而上炎，以发热口渴，烦躁失眠，头痛，或目赤肿痛，或耳暴鸣暴聋，或吐血、衄血，面赤，舌红苔黄，脉弦数等为常见症的证候。"			"P"
"21"	"03"	242	"KCDOM-3"	"U65.4"	"Pattern of extreme heat engendering wind"	"熱極生風證"		"열극생풍증"	"a liver wind Pattern attributed to exuberant pathogenic heat, and marked by high fever with restlessness, convulsions, opisthotonos, and impaired consciousness"				"P"
"21"	"03"	245	"KCDOM-3 and GB"	"U65.7"	"Pattern of cold stagnation in liver vessel"	"寒滞肝脉证"		"한체간맥증"	"It is caused by the invasion of pathogenic cold that stagnates in the liver meridian. The common clinical manifestations include cold pain of lower abdomen, or contraction pain of exterior genitalia, or parietal headache, that can be aggravated by cold and relieved by warmth, aversion to cold, cold limbs, vomiting saliva, white tongue coating, wiry and tight pulse, etc."	"寒邪侵袭，凝滞肝经，以少腹冷痛，或阴器收引疼痛，或巅顶疼痛，遇寒痛增，得温痛缓，恶寒肢冷，呕吐清涎，苔白，脉弦紧等为常见症的证候。"			"P"
"21"	"03"	251	"KCDOM-3"	"U65.8"	"Pattern of dampness-heat in liver meridian"	"肝經濕熱證"		"간경습열증"					"P"
"21"	"03"	300			"Other Liver Patterns"								"P"
"21"	"03"	310	"GB 95?"	4	"Pattern of liver depression (qi stagnation)"	"肝郁（气滞）证"			"It is caused by dysfunction of the liver and stagnation of qi movement. The common clinical manifestations include depressed emotion, sighing, distension and oppression of chest, hypochondrium and lower abdomen with wandering pain, distending pain of breasts of women, irregular menstruation, wiry pulse, etc."	"肝失疏泄，气机郁滞，以情志抑郁，喜叹息，胸胁或少腹胀闷窜痛，妇女乳房胀痛，月经不调，脉弦等为常见症的证候。"			"P"
"21"	"03"	311	"GB 95?"	6	"Pattern of liver [qi] depression transforming into fire"	"肝[气]郁化火证"			"It is caused by long-term stagnation of liver qi that transforms into fire. The common clinical manifestations include distending pain and burning pain of hypocondria, restlessness, irritability, bitter taste in the mouth, dry mouth, reddish tongue with yellow coating, wiry and rapid pulse, etc."	"肝气郁滞，郁热内蕴，以两胁胀痛、灼痛，烦躁易怒，口苦口干，舌红苔黄，脉弦数等为常见症的证候。"			"P"
"21"	"03"	321	"GB 95?"	3	"Pattern of liver yang hyperactivity [harassing the upper] [exuberance]"	"肝阳上亢[上扰][亢盛]证"			"It is caused by hyperactivity of liver yang. The common clinical manifestations include dizziness, tinnitus, distending pain of the head and eyes, heaviness of the head, reddish complexion and ears, hastiness, irritability, insomnia, dreaminess, aching and weakness of waist and knees, bitter taste in the mouth, reddish tongue, wiry pulse, etc."	"肝阳亢扰于上，以眩晕耳鸣，头目胀痛，头重脚轻，面红耳赤，急躁易怒，失眠多梦，腰膝酸软，口苦，舌红脉弦等为常见症的证候。"			"P"
"21"	"03"	331	"GB 95?"	11	"Pattern of liver heat stirring wind"	"肝热动风证"			"It is caused by superabundant pathogenic heat that generates wind. The common clinical manifestations include high fever, thirst, coma and delirium, spasm of limbs, opisthotonos, reddish tongue with yellow coating, rapid pulse, etc."	"邪热炽盛，热极动风，以高热口渴，神昏谵语，四肢抽搐，角弓反张，舌红苔黄，脉数等为常见症的证候。"			"P"
"21"	"03"	341	"GB 95?"	9	"Pattern of liver wind stirring in the interior"	"肝风内动证"			"It generally refers to patterns caused by wind-yang, fire-heat, blood deficiency, etc. The common clinical manifestations include convulsion of limbs, dizziness, trembling, etc."	"泛指因风阳、火热、阴血亏虚等所致，以四肢抽搐、眩晕、震颤等为主症的证候。"			"P"
"21"	"03"	351	"GB 95?"	14	"Pattern of dampness-heat in the liver and gallbladder"	"肝胆湿热证"			"It is caused by interior accumulation of dampness-heat that leads to dysfunction of the liver and gallbladder. The common clinical manifestations include yellowish body and eyes, fever, bitter taste in the mouth, distending pain in hypochondrium, or lump in hypochondrium, anorexia, vomiting, nausea, dislike of greasiness, yellow urine, reddish tongue with yellow and greasy coating, slippery and rapid pulse, etc."	"湿热内蕴，肝胆疏泄失常，以身目发黄，发热，口苦，胁肋胀痛，或胁下有痞块，纳呆呕恶，厌油腻，尿黄，舌红苔黄腻，脉滑数等为常见症的证候。"			"P"
"21"	"04"		"KCDOM-3"	"U72"	"Gallbladder disease Pattern"	"膽病證"		"담병증"					"P"
"21"	"04"	100	"KCDOM-3 and GB"	"U72.0"	"Pattern of gallbladder qi deficiency / depletion"	"胆气虚证 / 亏"		"담기허증"	"A pattern marked by panic, suspicion, sighing, nervousness, irritability, lassitude, dizziness and insomnia.  It is caused by deficiency of gallbladder qi, and restlessness of heart-spirit."	"胆气亏虚，心神不宁，以胆怯易惊，恐惧，神志不宁，闷闷不乐，悲伤欲哭，失眠多梦，舌淡脉弱等为常见症的证候。"			"P"
"21"	"04"	200	"KCDOM-3"	"U72.2"	"Pattern of gallbladder heat"	"膽熱證"		"담열증"	"a Pattern marked by irritability, irascibility, hypochondriac distension, bitterness in the mouth, or ear pain, tinnitus, insomnia, reddened tongue with yellow coating"				"P"
"21"	"04"	300	"KCDOM-3"	"U72.1"	"Pattern of gallbladder cold"	"膽寒證"		"담한증"					"P"
"21"	"04"	410	"KCDOM-3"	"U72.3"	"Pattern of depressed gallbladder with harassing phlegm"	"膽鬱痰擾證"		"담울담요증"	"a Pattern marked by timidity, susceptibility to fright, insomnia and dreamful sleep, vexation, oppression and distension in the chest and hypochondriac region, frequent sighing, dizziness, bitter taste in the mouth, nausea, vomiting, white slimy tongue coating and string-like pulse, the same as the Pattern of stagnated gallbladder with harassing phlegm"				"P"
"21"	"04"	510	"GB 95?"	13	"Pattern of worm harassing the gallbladder and diaphragm [fu-organ]"	"虫扰胆膈[腑]证"			"It is caused by interior disturbance of roundworms that invade upwards into the gallbladder. The common clinical manifestations include paroxysmal acute piercing pain of the upper abdomen, whitish complexion during attack, cold limbs, vomiting of bitter liquor, ascariemesis, wiry pulse, etc."	"蛔虫内扰，上窜胆膈，以阵发性上腹部钻顶样剧痛，痛发时面白肢厥，呕吐苦水或吐蛔，脉弦等为常见症的证候。"			"P"
"21"	"05"		"KCDOM-3"	"U68"	"Spleen disease Pattern"	"脾病證"		"비병증"					"P"
"21"	"05"	100	"KCDOM-3 and GB"	"U68.0"	"Spleen qi deficiency / depletion Pattern"	"脾气虚证 / 亏"		"비기허증"	"A pathological change characterized by qi deficiency with impaired transporting and transforming function of the spleen.  The common clinical manifestations include reduced appetite, abdominal distension, loose stool, lassitude, lassitude of limbs, pale tongue and weak pulse."	"气虚脾失健运，以食少，腹胀，大便溏薄，神疲，肢体倦怠，舌淡脉弱等为常见症的证候。"			"P"
"21"	"05"	110	"KCDOM-3 and GB"	"U68.1"	"Pattern of sunken middle qi"	"脾中气下陷证"		"중기하함증"	"A pattern marked by bearing-down sensation in the epigastrium and abdomen, protracted diarrhea, even prolapse of rectum or visceroptosis."	"脾气虚弱，中气下陷，以脘腹重坠作胀，食后益甚，或便意频数，肛门重坠，或脱肛、阴挺，或小便混浊，或久泄不止，或崩漏、胎漏，神疲乏力，食少，腹胀，便溏，眩晕，舌淡，脉弱等为常见症的证候。"			"P"
"21"	"05"	111	"GB 95?"	3	"Pattern of spleen qi insecurity"	"脾气不固证"			"It is caused by deficiency of spleen qi that leads to unconsolidation of intestine. The common clinical manifestations include chronic diarrhea, even incontinence of defecation, short breath, qi sinking, reduced appetite, abdominal distension, pale tongue, weak pulse, etc."	"脾气虚弱，肠道失固，以久泄不止，甚至滑泄失禁，气短气坠，食少，腹胀，舌淡，脉弱等为常见症的证候。"			"P"
"21"	"05"	120	"GB 95?"	8	"Pattern of spleen deficiency with qi stagnation"	"脾虚气滞证"			"It is caused by deficiency of spleen qi that leads to stagnation of qi movement. The common clinical manifestations include reduced appetite, distending pain of abdomen , inhibited discharge of loose stool, borborygmus, flatus, lassitude, hypodynamia , wiry pulse, etc."	"脾气虚弱，气机阻滞，以食少，腹胀痛，便溏不爽，肠鸣矢气，神疲乏力，脉弦等为常见症的证候。"			"P"
"21"	"05"	130	"GB 95?"	12	"Pattern of spleen deficiency with food retention [food complication]"	"脾虚食积[夹食]证"			"It is caused by the failure of the spleen to transport that leads to food retention in the stomach and intestine. The common clinical manifestations include reduced appetite all along, abdominal distension, frequent diarrhea, distending pain of epigastrium and abdomen due to irregular diet, eructation with foul odour, acid regurgitation, inhibited diarrhea, putrefactive defecation, pale tongue with greasy coating, etc."	"脾失健运，食积胃肠，以平素食少腹胀，经常腹泻，饮食稍有不慎则脘腹胀痛，嗳腐吐酸，腹泻不爽，大便腐臭，舌淡苔腻等为常见症的证候。"			"P"
"21"	"05"	140	"GB 95?"	9	"Pattern of spleen (qi) deficiency with water flooding [retention] [dampness]"	"脾（气）虚水泛[停][湿]证"			"It is caused by deficient spleen qi that fails to transport and transform, resulting in the interior retention of the body fluid. The common clinical manifestations include reduced appetite, abdominal distension, loose stool, edema of face and limbs, or ascites, lassitude, hypodynamia，whitish complexion, pale enlarged tongue with white and greasy coating, soggy pulse or weak pulse, etc."	"脾气虚弱，运化失职，水液内停，以食少，腹胀，便溏，面浮肢肿，或有腹水，神疲乏力，面白，舌淡胖，苔白滑，脉濡或弱等为常见症的证候。"			"P"
"21"	"05"	141	"GB 95?"	11	"Pattern of spleen deficiency with dampness encumbrance [accumulation] [exuberance] [flooding]"	"脾虚湿困[蕴][盛][泛]证"			"It is caused by deficiency of spleen qi that leads to the interior retention of turbid dampness. The common clinical manifestations include reduced appetite, abdominal distension, loose stool, heaviness sensation of the body or with mild edema, pale enlarged tongue with white moist coating or greasy coating, soggy and moderate pulse, etc."	"脾气虚弱，湿浊内停，以食少，腹胀，便溏，身体困重，或有微肿，舌淡胖，苔白润或腻，脉濡缓等为常见症的证候。"			"P"
"21"	"05"	200	"KCDOM-3 and GB"	"U68.4"	"Spleen yang deficiency / depletion pattern"	"脾阳虚证 / 亏"		"비양허증"	"A pattern attributed to insufficient yang qi failing to warm and activate the spleen, usually manifested by cold limbs, coldness and pains in the abdomen, anorexia, abdominal fullness, chronic diarrhea, lassitude, emaciation and edema, the same as the spleen deficiency cold Pattern"	"脾阳虚衰，失于温运，以腹胀食少，腹痛喜温、喜按，畏冷肢凉，大便稀溏，或下肢水肿，或妇女带下量多，舌淡苔白润，脉沉迟无力等为常见症的证候。"			"P"
"21"	"05"	210	"GB 95?"	10	"Pattern of spleen yang deficiency with water flooding [retention]"	"脾阳虚水泛[停]证"			"It is caused by decline of spleen yang that fails to warm and transport, resulting in the interior retention of the body fluid. The common clinical manifestations include reduced appetite, abdominal distension, loose stool, aversion to cold, cold limbs, edema of face and limbs, or ascites, whitish complexion, pale enlarged tongue with white greasy coating, soggy pulse or weak pulse, etc."	"脾阳虚衰，温运失职，水液内停，以食少，腹胀，便溏，畏冷肢凉，面浮肢肿，或有腹水，面白，舌淡胖，苔白滑，脉濡或弱等为常见症的证候。"			"P"
"21"	"05"	300	"KCDOM-3 and GB"	"U68.3"	"Spleen yin deficiency / depletion Pattern"	"脾阴虚证 / 亏"		"비음허증"	"A pattern attributed to deficiency of yin fluid with impaired splenic transportation, and marked by hunger with inability to eat, emaciation and lassitude, constipation, thinness, lassitude, scanty saliva, dry lips, low-grade fever, reddish tongue with little coating, thin and rapid pulse."	"阴液亏虚，脾失健运，以食欲不振，腹胀便结，体瘦倦怠，涎少唇干，低热，舌红少苔，脉细数等为常见症的证候。"			"P"
"21"	"05"	310	"GB 95?"	26	"Pattern of yin deficiency with intestinal dryness"	"阴虚肠燥证"			"It is caused by deficiency of yin fluid that leads to the failure of the intestine to be nourished. The common clinical manifestations include dry stool with difficulty in defecation, or defecation once several days, or discharge of stool like goat droppings, dry mouth, nose, throat and skin, reddish tongue with scanty fluid, thin, rapid and unsmooth pulse, etc."	"阴液亏虚，肠失濡润，以大便干结、艰涩难下，多日一便，状如羊屎，口鼻、咽喉、皮肤干燥，舌红少津，脉细数涩等为常见症的证候。"			"P"
"21"	"05"	400			"Other Spleen Patterns"								"P"
"21"	"05"	401	"GB 95?"	7	"Pattern of spleen deficiency and blood depletion"	"脾虚血亏证"			"It is caused by deficiency of spleen qi and blood production. The common clinical manifestations include reduced appetite, abdominal distension, loose stool, dizziness, lassitude, amenorrhea, delayed menstrual cycle, scanty menstruation, whitish complexion, pale tongue, thin and feeble pulse, etc."	"脾气虚弱，生血不足，以食少，腹胀，便溏，头晕，疲乏，妇女闭经、月经后期、量少，面白，舌淡，脉细无力等为常见症的证候。"			"P"
"21"	"05"	410	"KCDOM-3 and GB"	"U68.2"	"Pattern of spleen failing to control the blood"	"脾不统[摄]血证"		"비불통혈증"	"A pattern that arises when weak spleen qi fails to control blood, resulting in various kinds of chronic bleeding such as purpura, flooding and spotting in women, accompanied by sallow complexion, anorexia, loose bowels, lassitude, lack of strength, shortness of breath, reluctance to speak, pale tongue and weak pulse"	"脾气虚弱，不能统摄血行，以各种慢性出血，或紫癜，或妇女月经淋漓、量多、先期、崩漏，食少，腹胀，便溏，神疲乏力，舌淡脉弱等为常见症的证候。"			"P"
"21"	"05"	510	"GB 95?"	29	"Pattern of anal dampness-heat"	"肛门湿热证"			"It is caused by accumulation of dampness-heat at anus. The common clinical manifestations include papula, pruritus and erosion of anus, reddish tongue with yellow coating, slippery and rapid pulse, etc."	"湿热之邪蕴结肛门。以肛门起丘疹、瘙痒、湿烂，舌红苔黄，脉滑数等为常见症的证候。"			"P"
"21"	"05"	520	"GB 95?"	28	"Pattern of anal heat toxin"	"肛门热毒证"			"It is caused by accumulation of heat toxin at anus. The common clinical manifestations include red swelling, burning sensation and pain of anus, even purulence, ulceration, suppuration, or anal prolapse, erosion of anus in dark purplish color, dark reddish tongue with yellow coating, rapid pulse, etc."	"热毒蕴聚肛门，以肛门红肿灼热疼痛，甚至化脓、溃烂、流脓血，或直肠翻出、紫暗糜烂，舌暗红，苔黄，脉数等为常见症的证候。"			"P"
"21"	"05"	530	"GB 95?"	30	"Pattern of stasis and stagnation of qi and blood in the anus"	"气血瘀滞肛门证"			"It is caused by qi and blood that stagnate at anus. The common clinical manifestations include hemorrhoids or lump of anus that feels swelling and painful, and appears dark or purplish, wiry and unsmooth pulse, etc."	"肛门处气血瘀滞，以肛门发生痔核、肿块，或肿胀、紫暗、疼痛，脉弦涩等为常见症的证候。"			"P"
"21"	"05"	610	"GB 95?"	18	"Pattern of [intense and exuberant] stomach fire [heat]"	"胃火[热]（炽盛）证"			"It is caused by retention of superabundant fire and heat in the stomach. The common clinical manifestations include burning pain of the the stomach and epigastrium with preference for cold, fever, thirst, or bad breath, swelling and pain of gingiva, gum bleeding, constipation, yellow urine, reddish tongue with yellow coating, rapid pulse, etc."	"火热炽盛，壅滞于胃，以胃脘灼痛、喜冷，发热口渴，或口臭、牙龈肿痛、齿衄，便结尿黄，舌红苔黄，脉数等为常见症的证候。"			"P"
"21"	"05"	610	"GB 95?"	24	"Pattern of excess-heat in the small intestine"	"小肠实热证"			"It is caused by superabundant heart fire that moves downward to the bladder. The common clinical manifestations include fever, thirst, dysphoria, insomnia, scanty brownish urine, burning sensation and pain of urination, reddish tongue with yellow coating, rapid pulse, etc."	"心火炽盛，下移膀胱，以发热口渴，心烦失眠，小便短黄、灼热，涩痛，舌红苔黄，脉数等为常见症的证候。"			"P"
"21"	"05"	620	"GB 95?"	22	"Pattern of cold stagnation in the intestine"	"寒滞肠道证"			"It is caused by the invasion of pathogenic cold into the intestine that leads to failure of transportation and transformation. The common clinical manifestations include sharp cold pain of the abdomen with preference for warmth, clear thin diarrhea, aversion to cold, cold limbs, white tongue coating, wiry and tight pulse, etc."	"寒邪侵袭肠道，传化失常，以腹部冷痛、痛势急剧、喜温，腹泻清稀，恶寒肢冷，苔白，脉弦紧等为常见症的证候。"			"P"
"21"	"05"	621	"KCDOM-3 and GB"	"U68.5"	"Pattern of cold-dampness encumbering the spleen"	"寒湿困脾证"		"한습곤비증"	"A pattern marked by epigastric and abdominal distention, stickiness and tastelessness in the mouth, nausea, loose bowels, heaviness sensation of the head and body, or jaundice with dull yellow discoloration, pale plump tongue with white slimy coating and soggy relaxed pulse"	"寒湿内盛，困阻脾阳，以脘腹胀闷，口腻纳呆，泛恶欲呕，口淡不渴，腹痛便溏，头身困重，或身目发黄而晦暗，或白带量多，体胖，舌淡胖，苔白腻，脉濡缓等为常见症的证候。"			"P"
"21"	"05"	622	"GB 95?"	13	"Pattern of dampness-heat accumulating in [encumbering] the spleen"	"湿热蕴[困]脾证"			"It is caused by the interior accumulation of dampness-heat that leads to the failure of the spleen to transport. The common clinical manifestations include abdominal distension, vomiting, nausea, anorexia, heaviness of limbs, inhibited discharge of loose stool, or yellowish face and eyes, or dull fever, fever not relieved after sweating, thirst without much drinking, reddish tongue with yellow and greasy coating, soggy and rapid pulse, etc."	"湿热内蕴，脾失健运，以腹胀，呕恶纳呆，肢体困重，便溏不爽，或面目发黄，或身热不扬，汗出热不解，渴不多饮，舌红苔黄腻，脉濡数等为常见症的证候。"			"P"
"21"	"05"	623	"KCDOM-3"	"U68.6"	"Pattern of dampness-heat damage to the spleen"	"濕熱傷脾證"		"습열상비증"					"P"
"21"	"05"	630	"GB 95?"	23	"Pattern of dampness-heat in the intestinal tract [large intestine]"	"肠道[大肠]湿热证"			"It is caused by interior accumulation of dampness-heat that obstructs the intestine. The common clinical manifestations include abdominal distension, abdominal pain, profuse diarrhea, or purulent and bloody dysentery, tenesmus, or inhibited diarrhea, sticky fishy stool, burning sensation of the anus, general fever, thirst, scanty brownish urine, reddish tongue with yellow and greasy tongue coating, slippery and rapid pulse, etc."	"湿热内蕴，阻滞肠道，以腹胀腹痛，暴注下泻，或下痢脓血，里急后重，或腹泻不爽、粪质粘稠腥臭，肛门灼热，身热口渴，尿短黄，舌红苔黄腻，脉滑数等为常见症的证候。"			"P"
"21"	"05"	710	"GB 95?"	31	"Pattern of dampness encumbering the spleen and stomach"	"湿困脾胃证"			"It is caused by interior superabundance of turbid dampness that stagnates in the middle energizer. The common clinical manifestations include distension and oppression of the epigastrium and abdomen, greasy taste in the mouth, anorexia, nausea, vomiting, bland taste in the mouth, no thirst, abdominal pain, loose stool, heaviness of the head and body, or gloomy yellowish body and eyes, pale enlarged tongue with white and greasy coating, soggy and moderate pulse, etc."	"湿浊内盛，困阻中焦，以脘腹胀闷，口腻纳呆，泛恶欲呕，口淡不渴，腹痛便溏，头身困重，或身目发黄而晦暗，舌淡胖，苔白腻，脉濡缓等为常见症的证候。"			"P"
